LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed Level,Unemployed Rate
CN2900900000000,29,9,"Barry County, MO",2014,"14,816","13,907",909,6.1
CN2901100000000,29,11,"Barton County, MO",2014,"5,489","5,144",345,6.3
CN2901300000000,29,13,"Bates County, MO",2014,"8,104","7,531",573,7.1
CN2901500000000,29,15,"Benton County, MO",2014,"7,181","6,623",558,7.8
CN2901700000000,29,17,"Bollinger County, MO",2014,"5,647","5,265",382,6.8
CN2901900000000,29,19,"Boone County, MO",2014,"97,699","93,628","4,071",4.2
CN2902100000000,29,21,"Buchanan County, MO",2014,"46,293","43,657","2,636",5.7
CN2902300000000,29,23,"Butler County, MO",2014,"19,102","17,757","1,345",7
CN2902500000000,29,25,"Caldwell County, MO",2014,"4,337","4,099",238,5.5
CN2902700000000,29,27,"Callaway County, MO",2014,"21,801","20,575","1,226",5.6
CN2902900000000,29,29,"Camden County, MO",2014,"18,816","17,285","1,531",8.1
CN2903100000000,29,31,"Cape Girardeau County, MO",2014,"40,694","38,473","2,221",5.5
CN2903300000000,29,33,"Carroll County, MO",2014,"4,741","4,403",338,7.1
CN2903500000000,29,35,"Carter County, MO",2014,"2,559","2,330",229,8.9
CN2903700000000,29,37,"Cass County, MO",2014,"52,846","49,824","3,022",5.7
CN2903900000000,29,39,"Cedar County, MO",2014,"5,866","5,493",373,6.4
CN2904100000000,29,41,"Chariton County, MO",2014,"3,853","3,630",223,5.8
CN2904300000000,29,43,"Christian County, MO",2014,"42,225","40,148","2,077",4.9
CN2904500000000,29,45,"Clark County, MO",2014,"3,441","3,203",238,6.9
CN2904700000000,29,47,"Clay County, MO",2014,"129,494","122,474","7,020",5.4
CN2904900000000,29,49,"Clinton County, MO",2014,"10,693","10,065",628,5.9
CN2905100000000,29,51,"Cole County, MO",2014,"39,680","37,689","1,991",5
CN2905300000000,29,53,"Cooper County, MO",2014,"7,655","7,198",457,6
CN2905500000000,29,55,"Crawford County, MO",2014,"10,896","10,025",871,8
CN2905700000000,29,57,"Dade County, MO",2014,"3,511","3,300",211,6
CN2905900000000,29,59,"Dallas County, MO",2014,"6,970","6,441",529,7.6
CN2906100000000,29,61,"Daviess County, MO",2014,"4,039","3,804",235,5.8
CN2906300000000,29,63,"DeKalb County, MO",2014,"4,974","4,705",269,5.4
CN2906500000000,29,65,"Dent County, MO",2014,"6,274","5,850",424,6.8
CN2906700000000,29,67,"Douglas County, MO",2014,"5,031","4,647",384,7.6
CN2906900000000,29,69,"Dunklin County, MO",2014,"13,146","11,955","1,191",9.1
CN2907100000000,29,71,"Franklin County, MO",2014,"52,120","48,755","3,365",6.5
CN2907300000000,29,73,"Gasconade County, MO",2014,"7,623","7,220",403,5.3
CN2907500000000,29,75,"Gentry County, MO",2014,"3,637","3,432",205,5.6
CN2907700000000,29,77,"Greene County, MO",2014,"147,446","140,284","7,162",4.9
CN2907900000000,29,79,"Grundy County, MO",2014,"4,904","4,645",259,5.3
CN2908100000000,29,81,"Harrison County, MO",2014,"3,984","3,723",261,6.6
CN2908300000000,29,83,"Henry County, MO",2014,"10,128","9,471",657,6.5
CN2908500000000,29,85,"Hickory County, MO",2014,"3,699","3,390",309,8.4
CN2908700000000,29,87,"Holt County, MO",2014,"2,699","2,567",132,4.9
CN2908900000000,29,89,"Howard County, MO",2014,"4,992","4,723",269,5.4
CN2909100000000,29,91,"Howell County, MO",2014,"16,289","15,127","1,162",7.1
CN2909300000000,29,93,"Iron County, MO",2014,"3,928","3,540",388,9.9
CN2909500000000,29,95,"Jackson County, MO",2014,"357,620","332,214","25,406",7.1
CN2909700000000,29,97,"Jasper County, MO",2014,"57,779","54,724","3,055",5.3
CN2909900000000,29,99,"Jefferson County, MO",2014,"116,430","109,190","7,240",6.2
CN2910100000000,29,101,"Johnson County, MO",2014,"22,822","21,353","1,469",6.4
CN2910300000000,29,103,"Knox County, MO",2014,"1,973","1,882",91,4.6
CN2910500000000,29,105,"Laclede County, MO",2014,"15,915","14,628","1,287",8.1
CN2910700000000,29,107,"Lafayette County, MO",2014,"16,972","15,962","1,010",6
CN2910900000000,29,109,"Lawrence County, MO",2014,"17,488","16,459","1,029",5.9
CN2911100000000,29,111,"Lewis County, MO",2014,"5,162","4,893",269,5.2
CN2911300000000,29,113,"Lincoln County, MO",2014,"26,596","24,866","1,730",6.5
CN2911500000000,29,115,"Linn County, MO",2014,"5,226","4,800",426,8.2
CN2911700000000,29,117,"Livingston County, MO",2014,"7,313","6,946",367,5
CN2911900000000,29,119,"McDonald County, MO",2014,"10,297","9,701",596,5.8
CN2912100000000,29,121,"Macon County, MO",2014,"7,454","6,996",458,6.1
CN2912300000000,29,123,"Madison County, MO",2014,"5,507","5,125",382,6.9
CN2912500000000,29,125,"Maries County, MO",2014,"3,976","3,729",247,6.2
CN2912700000000,29,127,"Marion County, MO",2014,"14,639","13,830",809,5.5
CN2912900000000,29,129,"Mercer County, MO",2014,"1,871","1,776",95,5.1
CN2913100000000,29,131,"Miller County, MO",2014,"11,652","10,754",898,7.7
CN2913300000000,29,133,"Mississippi County, MO",2014,"6,271","5,815",456,7.3
CN2913500000000,29,135,"Moniteau County, MO",2014,"7,388","6,946",442,6
CN2913700000000,29,137,"Monroe County, MO",2014,"4,189","3,921",268,6.4
CN2913900000000,29,139,"Montgomery County, MO",2014,"5,692","5,355",337,5.9
CN2914100000000,29,141,"Morgan County, MO",2014,"7,971","7,281",690,8.7
CN2914300000000,29,143,"New Madrid County, MO",2014,"8,470","7,842",628,7.4
CN2914500000000,29,145,"Newton County, MO",2014,"28,455","26,920","1,535",5.4
CN2914700000000,29,147,"Nodaway County, MO",2014,"11,109","10,351",758,6.8
CN2914900000000,29,149,"Oregon County, MO",2014,"4,147","3,836",311,7.5
CN2915100000000,29,151,"Osage County, MO",2014,"7,231","6,894",337,4.7
CN2915300000000,29,153,"Ozark County, MO",2014,"3,668","3,339",329,9
CN2915500000000,29,155,"Pemiscot County, MO",2014,"7,104","6,443",661,9.3
CN2915700000000,29,157,"Perry County, MO",2014,"10,288","9,729",559,5.4
CN2915900000000,29,159,"Pettis County, MO",2014,"20,672","19,405","1,267",6.1
CN2916100000000,29,161,"Phelps County, MO",2014,"19,451","18,194","1,257",6.5
CN2916300000000,29,163,"Pike County, MO",2014,"8,152","7,689",463,5.7
CN2916500000000,29,165,"Platte County, MO",2014,"54,025","51,265","2,760",5.1
CN2916700000000,29,167,"Polk County, MO",2014,"14,123","13,227",896,6.3
CN2916900000000,29,169,"Pulaski County, MO",2014,"15,233","14,129","1,104",7.2
CN2917100000000,29,171,"Putnam County, MO",2014,"2,494","2,368",126,5.1
CN2917300000000,29,173,"Ralls County, MO",2014,"5,644","5,346",298,5.3
CN2917500000000,29,175,"Randolph County, MO",2014,"10,573","9,828",745,7
CN2917700000000,29,177,"Ray County, MO",2014,"11,141","10,383",758,6.8
CN2917900000000,29,179,"Reynolds County, MO",2014,"2,693","2,469",224,8.3
CN2918100000000,29,181,"Ripley County, MO",2014,"5,571","5,114",457,8.2
CN2918300000000,29,183,"St. Charles County, MO",2014,"212,318","202,090","10,228",4.8
CN2918500000000,29,185,"St. Clair County, MO",2014,"3,991","3,685",306,7.7
CN2918600000000,29,186,"Ste. Genevieve County, MO",2014,"9,083","8,482",601,6.6
CN2918700000000,29,187,"St. Francois County, MO",2014,"26,333","24,325","2,008",7.6
CN2918900000000,29,189,"St. Louis County, MO",2014,"529,604","498,809","30,795",5.8
CN2919500000000,29,195,"Saline County, MO",2014,"11,250","10,619",631,5.6
CN2919700000000,29,197,"Schuyler County, MO",2014,"1,891","1,751",140,7.4
CN2919900000000,29,199,"Scotland County, MO",2014,"2,395","2,280",115,4.8
CN2920100000000,29,201,"Scott County, MO",2014,"19,885","18,578","1,307",6.6
CN2920300000000,29,203,"Shannon County, MO",2014,"3,429","3,108",321,9.4
CN2920500000000,29,205,"Shelby County, MO",2014,"3,060","2,876",184,6
CN2920700000000,29,207,"Stoddard County, MO",2014,"13,161","12,134","1,027",7.8
CN2920900000000,29,209,"Stone County, MO",2014,"13,324","12,037","1,287",9.7
CN2921100000000,29,211,"Sullivan County, MO",2014,"2,742","2,562",180,6.6
CN2921300000000,29,213,"Taney County, MO",2014,"25,757","23,241","2,516",9.8
CN2921500000000,29,215,"Texas County, MO",2014,"9,441","8,696",745,7.9
CN2921700000000,29,217,"Vernon County, MO",2014,"9,841","9,287",554,5.6
CN2921900000000,29,219,"Warren County, MO",2014,"17,124","16,071","1,053",6.1
CN2922100000000,29,221,"Washington County, MO",2014,"10,473","9,578",895,8.5
CN2922300000000,29,223,"Wayne County, MO",2014,"5,657","5,237",420,7.4
CN2922500000000,29,225,"Webster County, MO",2014,"16,313","15,328",985,6
CN2922700000000,29,227,"Worth County, MO",2014,"1,295","1,243",52,4
CN2922900000000,29,229,"Wright County, MO",2014,"7,648","7,091",557,7.3
CN2951000000000,29,510,"St. Louis city, MO",2014,"160,220","148,092","12,128",7.6
CN3000100000000,30,1,"Beaverhead County, MT",2014,"4,857","4,678",179,3.7
CN3000300000000,30,3,"Big Horn County, MT",2014,"5,584","5,025",559,10
CN3000500000000,30,5,"Blaine County, MT",2014,"2,429","2,288",141,5.8
CN3000700000000,30,7,"Broadwater County, MT",2014,"2,496","2,362",134,5.4
CN3000900000000,30,9,"Carbon County, MT",2014,"5,379","5,169",210,3.9
CN3001100000000,30,11,"Carter County, MT",2014,686,664,22,3.2
CN3001300000000,30,13,"Cascade County, MT",2014,"38,215","36,570","1,645",4.3
CN3001500000000,30,15,"Chouteau County, MT",2014,"2,587","2,503",84,3.2
CN3001700000000,30,17,"Custer County, MT",2014,"6,579","6,367",212,3.2
CN3001900000000,30,19,"Daniels County, MT",2014,950,921,29,3.1
CN3002100000000,30,21,"Dawson County, MT",2014,"4,856","4,728",128,2.6
CN3002300000000,30,23,"Deer Lodge County, MT",2014,"5,229","5,001",228,4.4
CN3002500000000,30,25,"Fallon County, MT",2014,"2,070","2,030",40,1.9
CN3002700000000,30,27,"Fergus County, MT",2014,"5,732","5,486",246,4.3
CN3002900000000,30,29,"Flathead County, MT",2014,"43,684","40,862","2,822",6.5
CN3003100000000,30,31,"Gallatin County, MT",2014,"56,763","54,782","1,981",3.5
CN3003300000000,30,33,"Garfield County, MT",2014,746,726,20,2.7
CN3003500000000,30,35,"Glacier County, MT",2014,"5,945","5,317",628,10.6
CN3003700000000,30,37,"Golden Valley County, MT",2014,391,373,18,4.6
CN3003900000000,30,39,"Granite County, MT",2014,"1,524","1,420",104,6.8
CN3004100000000,30,41,"Hill County, MT",2014,"7,816","7,364",452,5.8
CN3004300000000,30,43,"Jefferson County, MT",2014,"5,620","5,361",259,4.6
CN3004500000000,30,45,"Judith Basin County, MT",2014,965,924,41,4.2
CN3004700000000,30,47,"Lake County, MT",2014,"12,462","11,770",692,5.6
CN3004900000000,30,49,"Lewis and Clark County, MT",2014,"35,143","33,836","1,307",3.7
CN3005100000000,30,51,"Liberty County, MT",2014,971,941,30,3.1
CN3005300000000,30,53,"Lincoln County, MT",2014,"7,906","7,020",886,11.2
CN3005500000000,30,55,"McCone County, MT",2014,"1,087","1,062",25,2.3
CN3005700000000,30,57,"Madison County, MT",2014,"4,223","4,028",195,4.6
CN3005900000000,30,59,"Meagher County, MT",2014,906,867,39,4.3
CN3006100000000,30,61,"Mineral County, MT",2014,"1,743","1,584",159,9.1
CN3006300000000,30,63,"Missoula County, MT",2014,"59,837","57,179","2,658",4.4
CN3006500000000,30,65,"Musselshell County, MT",2014,"2,357","2,261",96,4.1
CN3006700000000,30,67,"Park County, MT",2014,"8,051","7,600",451,5.6
CN3006900000000,30,69,"Petroleum County, MT",2014,283,271,12,4.2
CN3007100000000,30,71,"Phillips County, MT",2014,"1,990","1,884",106,5.3
CN3007300000000,30,73,"Pondera County, MT",2014,"2,836","2,697",139,4.9
CN3007500000000,30,75,"Powder River County, MT",2014,"1,073","1,040",33,3.1
CN3007700000000,30,77,"Powell County, MT",2014,"2,931","2,784",147,5
CN3007900000000,30,79,"Prairie County, MT",2014,513,491,22,4.3
CN3008100000000,30,81,"Ravalli County, MT",2014,"18,752","17,618","1,134",6
CN3008300000000,30,83,"Richland County, MT",2014,"7,312","7,137",175,2.4
CN3008500000000,30,85,"Roosevelt County, MT",2014,"4,811","4,562",249,5.2
CN3008700000000,30,87,"Rosebud County, MT",2014,"4,167","3,931",236,5.7
CN3008900000000,30,89,"Sanders County, MT",2014,"4,629","4,198",431,9.3
CN3009100000000,30,91,"Sheridan County, MT",2014,"2,125","2,069",56,2.6
CN3009300000000,30,93,"Silver Bow County, MT",2014,"16,985","16,147",838,4.9
CN3009500000000,30,95,"Stillwater County, MT",2014,"4,987","4,800",187,3.7
CN3009700000000,30,97,"Sweet Grass County, MT",2014,"1,778","1,715",63,3.5
CN3009900000000,30,99,"Teton County, MT",2014,"2,876","2,768",108,3.8
CN3010100000000,30,101,"Toole County, MT",2014,"2,343","2,272",71,3
CN3010300000000,30,103,"Treasure County, MT",2014,346,332,14,4
CN3010500000000,30,105,"Valley County, MT",2014,"4,355","4,223",132,3
CN3010700000000,30,107,"Wheatland County, MT",2014,781,742,39,5
CN3010900000000,30,109,"Wibaux County, MT",2014,549,533,16,2.9
CN3011100000000,30,111,"Yellowstone County, MT",2014,"79,298","76,349","2,949",3.7
CN3100100000000,31,1,"Adams County, NE",2014,"16,708","16,144",564,3.4
CN3100300000000,31,3,"Antelope County, NE",2014,"3,589","3,492",97,2.7
CN3100500000000,31,5,"Arthur County, NE",2014,224,212,12,5.4
CN3100700000000,31,7,"Banner County, NE",2014,436,420,16,3.7
CN3100900000000,31,9,"Blaine County, NE",2014,275,263,12,4.4
CN3101100000000,31,11,"Boone County, NE",2014,"3,022","2,943",79,2.6
CN3101300000000,31,13,"Box Butte County, NE",2014,"5,741","5,561",180,3.1
CN3101500000000,31,15,"Boyd County, NE",2014,"1,099","1,063",36,3.3
CN3101700000000,31,17,"Brown County, NE",2014,"1,419","1,370",49,3.5
CN3101900000000,31,19,"Buffalo County, NE",2014,"27,465","26,707",758,2.8
CN3102100000000,31,21,"Burt County, NE",2014,"3,580","3,440",140,3.9
CN3102300000000,31,23,"Butler County, NE",2014,"4,825","4,682",143,3
CN3102500000000,31,25,"Cass County, NE",2014,"13,230","12,737",493,3.7
CN3102700000000,31,27,"Cedar County, NE",2014,"4,665","4,557",108,2.3
CN3102900000000,31,29,"Chase County, NE",2014,"2,346","2,298",48,2
CN3103100000000,31,31,"Cherry County, NE",2014,"3,413","3,329",84,2.5
CN3103300000000,31,33,"Cheyenne County, NE",2014,"5,744","5,619",125,2.2
CN3103500000000,31,35,"Clay County, NE",2014,"3,459","3,346",113,3.3
CN3103700000000,31,37,"Colfax County, NE",2014,"5,618","5,451",167,3
CN3103900000000,31,39,"Cuming County, NE",2014,"4,947","4,817",130,2.6
CN3104100000000,31,41,"Custer County, NE",2014,"6,131","5,982",149,2.4
CN3104300000000,31,43,"Dakota County, NE",2014,"11,042","10,630",412,3.7
CN3104500000000,31,45,"Dawes County, NE",2014,"5,281","5,126",155,2.9
CN3104700000000,31,47,"Dawson County, NE",2014,"13,325","12,863",462,3.5
CN3104900000000,31,49,"Deuel County, NE",2014,"1,090","1,060",30,2.8
CN3105100000000,31,51,"Dixon County, NE",2014,"3,055","2,962",93,3
CN3105300000000,31,53,"Dodge County, NE",2014,"19,210","18,511",699,3.6
CN3105500000000,31,55,"Douglas County, NE",2014,"286,332","275,960","10,372",3.6
CN3105700000000,31,57,"Dundy County, NE",2014,"1,276","1,247",29,2.3
CN3105900000000,31,59,"Fillmore County, NE",2014,"3,243","3,165",78,2.4
CN3106100000000,31,61,"Franklin County, NE",2014,"1,575","1,525",50,3.2
CN3106300000000,31,63,"Frontier County, NE",2014,"1,550","1,507",43,2.8
CN3106500000000,31,65,"Furnas County, NE",2014,"2,708","2,630",78,2.9
CN3106700000000,31,67,"Gage County, NE",2014,"11,081","10,623",458,4.1
CN3106900000000,31,69,"Garden County, NE",2014,"1,192","1,158",34,2.9
CN3107100000000,31,71,"Garfield County, NE",2014,"1,201","1,170",31,2.6
CN3107300000000,31,73,"Gosper County, NE",2014,"1,135","1,101",34,3
CN3107500000000,31,75,"Grant County, NE",2014,428,418,10,2.3
CN3107700000000,31,77,"Greeley County, NE",2014,"1,271","1,230",41,3.2
CN3107900000000,31,79,"Hall County, NE",2014,"32,380","31,117","1,263",3.9
CN3108100000000,31,81,"Hamilton County, NE",2014,"4,760","4,617",143,3
CN3108300000000,31,83,"Harlan County, NE",2014,"1,801","1,754",47,2.6
CN3108500000000,31,85,"Hayes County, NE",2014,627,609,18,2.9
CN3108700000000,31,87,"Hitchcock County, NE",2014,"1,340","1,294",46,3.4
CN3108900000000,31,89,"Holt County, NE",2014,"5,918","5,761",157,2.7
CN3109100000000,31,91,"Hooker County, NE",2014,423,405,18,4.3
CN3109300000000,31,93,"Howard County, NE",2014,"3,364","3,239",125,3.7
CN3109500000000,31,95,"Jefferson County, NE",2014,"4,297","4,166",131,3
CN3109700000000,31,97,"Johnson County, NE",2014,"2,168","2,085",83,3.8
CN3109900000000,31,99,"Kearney County, NE",2014,"3,846","3,751",95,2.5
CN3110100000000,31,101,"Keith County, NE",2014,"4,663","4,529",134,2.9
CN3110300000000,31,103,"Keya Paha County, NE",2014,619,602,17,2.7
CN3110500000000,31,105,"Kimball County, NE",2014,"2,226","2,170",56,2.5
CN3110700000000,31,107,"Knox County, NE",2014,"4,730","4,583",147,3.1
CN3110900000000,31,109,"Lancaster County, NE",2014,"167,883","162,879","5,004",3
CN3111100000000,31,111,"Lincoln County, NE",2014,"18,720","18,112",608,3.2
CN3111300000000,31,113,"Logan County, NE",2014,494,479,15,3
CN3111500000000,31,115,"Loup County, NE",2014,380,366,14,3.7
CN3111700000000,31,117,"McPherson County, NE",2014,438,428,10,2.3
CN3111900000000,31,119,"Madison County, NE",2014,"19,474","18,900",574,2.9
CN3112100000000,31,121,"Merrick County, NE",2014,"4,112","3,956",156,3.8
CN3112300000000,31,123,"Morrill County, NE",2014,"2,680","2,599",81,3
CN3112500000000,31,125,"Nance County, NE",2014,"2,070","2,014",56,2.7
CN3112700000000,31,127,"Nemaha County, NE",2014,"3,723","3,580",143,3.8
CN3112900000000,31,129,"Nuckolls County, NE",2014,"2,403","2,335",68,2.8
CN3113100000000,31,131,"Otoe County, NE",2014,"8,239","7,934",305,3.7
CN3113300000000,31,133,"Pawnee County, NE",2014,"1,652","1,606",46,2.8
CN3113500000000,31,135,"Perkins County, NE",2014,"1,851","1,812",39,2.1
CN3113700000000,31,137,"Phelps County, NE",2014,"5,050","4,919",131,2.6
CN3113900000000,31,139,"Pierce County, NE",2014,"4,237","4,115",122,2.9
CN3114100000000,31,141,"Platte County, NE",2014,"17,305","16,789",516,3
CN3114300000000,31,143,"Polk County, NE",2014,"2,961","2,866",95,3.2
CN3114500000000,31,145,"Red Willow County, NE",2014,"6,284","6,123",161,2.6
CN3114700000000,31,147,"Richardson County, NE",2014,"4,275","4,119",156,3.6
CN3114900000000,31,149,"Rock County, NE",2014,883,860,23,2.6
CN3115100000000,31,151,"Saline County, NE",2014,"7,230","6,981",249,3.4
CN3115300000000,31,153,"Sarpy County, NE",2014,"89,768","86,988","2,780",3.1
CN3115500000000,31,155,"Saunders County, NE",2014,"11,012","10,629",383,3.5
CN3115700000000,31,157,"Scotts Bluff County, NE",2014,"18,742","18,063",679,3.6
CN3115900000000,31,159,"Seward County, NE",2014,"8,840","8,569",271,3.1
CN3116100000000,31,161,"Sheridan County, NE",2014,"2,779","2,706",73,2.6
CN3116300000000,31,163,"Sherman County, NE",2014,"1,726","1,669",57,3.3
CN3116500000000,31,165,"Sioux County, NE",2014,806,786,20,2.5
CN3116700000000,31,167,"Stanton County, NE",2014,"3,574","3,474",100,2.8
CN3116900000000,31,169,"Thayer County, NE",2014,"3,030","2,953",77,2.5
CN3117100000000,31,171,"Thomas County, NE",2014,428,413,15,3.5
CN3117300000000,31,173,"Thurston County, NE",2014,"3,020","2,836",184,6.1
CN3117500000000,31,175,"Valley County, NE",2014,"2,117","2,053",64,3
CN3117700000000,31,177,"Washington County, NE",2014,"11,038","10,682",356,3.2
CN3117900000000,31,179,"Wayne County, NE",2014,"5,564","5,408",156,2.8
CN3118100000000,31,181,"Webster County, NE",2014,"1,727","1,669",58,3.4
CN3118300000000,31,183,"Wheeler County, NE",2014,559,543,16,2.9
CN3118500000000,31,185,"York County, NE",2014,"7,393","7,158",235,3.2
CN3200100000000,32,1,"Churchill County, NV",2014,"10,886","10,060",826,7.6
CN3200300000000,32,3,"Clark County, NV",2014,"1,019,491","938,018","81,473",8
CN3200500000000,32,5,"Douglas County, NV",2014,"22,382","20,596","1,786",8
CN3200700000000,32,7,"Elko County, NV",2014,"28,218","26,646","1,572",5.6
CN3200900000000,32,9,"Esmeralda County, NV",2014,533,509,24,4.5
CN3201100000000,32,11,"Eureka County, NV",2014,"1,035",974,61,5.9
CN3201300000000,32,13,"Humboldt County, NV",2014,"8,965","8,407",558,6.2
CN3201500000000,32,15,"Lander County, NV",2014,"3,373","3,150",223,6.6
CN3201700000000,32,17,"Lincoln County, NV",2014,"1,940","1,795",145,7.5
CN3201900000000,32,19,"Lyon County, NV",2014,"22,891","20,557","2,334",10.2
CN3202100000000,32,21,"Mineral County, NV",2014,"1,659","1,473",186,11.2
CN3202300000000,32,23,"Nye County, NV",2014,"16,319","14,747","1,572",9.6
CN3202700000000,32,27,"Pershing County, NV",2014,"2,604","2,417",187,7.2
CN3202900000000,32,29,"Storey County, NV",2014,"1,849","1,680",169,9.1
CN3203100000000,32,31,"Washoe County, NV",2014,"222,734","205,844","16,890",7.6
CN3203300000000,32,33,"White Pine County, NV",2014,"4,891","4,596",295,6
CN3251000000000,32,510,"Carson City, NV",2014,"24,990","22,825","2,165",8.7
CN3300100000000,33,1,"Belknap County, NH",2014,"31,558","30,242","1,316",4.2
CN3300300000000,33,3,"Carroll County, NH",2014,"24,131","23,116","1,015",4.2
CN3300500000000,33,5,"Cheshire County, NH",2014,"41,949","40,256","1,693",4
CN3300700000000,33,7,"Coos County, NH",2014,"15,126","14,266",860,5.7
CN3300900000000,33,9,"Grafton County, NH",2014,"48,384","46,716","1,668",3.4
CN3301100000000,33,11,"Hillsborough County, NH",2014,"228,249","217,991","10,258",4.5
CN3301300000000,33,13,"Merrimack County, NH",2014,"80,758","77,669","3,089",3.8
CN3301500000000,33,15,"Rockingham County, NH",2014,"176,327","168,191","8,136",4.6
CN3301700000000,33,17,"Strafford County, NH",2014,"70,493","67,676","2,817",4
CN3301900000000,33,19,"Sullivan County, NH",2014,"23,692","22,857",835,3.5
CN3400100000000,34,1,"Atlantic County, NJ",2014,"133,083","119,063","14,020",10.5
CN3400300000000,34,3,"Bergen County, NJ",2014,"481,267","455,068","26,199",5.4
CN3400500000000,34,5,"Burlington County, NJ",2014,"230,681","215,869","14,812",6.4
CN3400700000000,34,7,"Camden County, NJ",2014,"254,073","234,520","19,553",7.7
CN3400900000000,34,9,"Cape May County, NJ",2014,"48,925","42,938","5,987",12.2
CN3401100000000,34,11,"Cumberland County, NJ",2014,"68,160","61,406","6,754",9.9
CN3401300000000,34,13,"Essex County, NJ",2014,"376,766","346,558","30,208",8
CN3401500000000,34,15,"Gloucester County, NJ",2014,"148,892","137,973","10,919",7.3
CN3401700000000,34,17,"Hudson County, NJ",2014,"360,027","337,098","22,929",6.4
CN3401900000000,34,19,"Hunterdon County, NJ",2014,"65,910","62,697","3,213",4.9
CN3402100000000,34,21,"Mercer County, NJ",2014,"195,547","184,035","11,512",5.9
CN3402300000000,34,23,"Middlesex County, NJ",2014,"436,315","409,691","26,624",6.1
CN3402500000000,34,25,"Monmouth County, NJ",2014,"328,722","308,800","19,922",6.1
CN3402700000000,34,27,"Morris County, NJ",2014,"262,574","249,376","13,198",5
CN3402900000000,34,29,"Ocean County, NJ",2014,"267,076","247,388","19,688",7.4
CN3403100000000,34,31,"Passaic County, NJ",2014,"248,896","228,359","20,537",8.3
CN3403300000000,34,33,"Salem County, NJ",2014,"31,292","28,627","2,665",8.5
CN3403500000000,34,35,"Somerset County, NJ",2014,"174,019","164,932","9,087",5.2
CN3403700000000,34,37,"Sussex County, NJ",2014,"77,688","72,695","4,993",6.4
CN3403900000000,34,39,"Union County, NJ",2014,"280,005","260,538","19,467",7
CN3404100000000,34,41,"Warren County, NJ",2014,"57,261","53,635","3,626",6.3
CN3500100000000,35,1,"Bernalillo County, NM",2014,"320,453","300,552","19,901",6.2
CN3500300000000,35,3,"Catron County, NM",2014,"1,188","1,089",99,8.3
CN3500500000000,35,5,"Chaves County, NM",2014,"27,106","25,447","1,659",6.1
CN3500600000000,35,6,"Cibola County, NM",2014,"9,072","8,295",777,8.6
CN3500700000000,35,7,"Colfax County, NM",2014,"6,153","5,766",387,6.3
CN3500900000000,35,9,"Curry County, NM",2014,"21,696","20,596","1,100",5.1
CN3501100000000,35,11,"De Baca County, NM",2014,841,801,40,4.8
CN3501300000000,35,13,"Dona Ana County, NM",2014,"93,976","87,120","6,856",7.3
CN3501500000000,35,15,"Eddy County, NM",2014,"29,052","27,764","1,288",4.4
CN3501700000000,35,17,"Grant County, NM",2014,"12,521","11,694",827,6.6
CN3501900000000,35,19,"Guadalupe County, NM",2014,"1,615","1,491",124,7.7
CN3502100000000,35,21,"Harding County, NM",2014,318,302,16,5
CN3502300000000,35,23,"Hidalgo County, NM",2014,"2,148","1,995",153,7.1
CN3502500000000,35,25,"Lea County, NM",2014,"30,719","29,369","1,350",4.4
CN3502700000000,35,27,"Lincoln County, NM",2014,"8,808","8,278",530,6
CN3502800000000,35,28,"Los Alamos County, NM",2014,"8,461","8,112",349,4.1
CN3502900000000,35,29,"Luna County, NM",2014,"11,374","9,316","2,058",18.1
CN3503100000000,35,31,"McKinley County, NM",2014,"23,951","21,524","2,427",10.1
CN3503300000000,35,33,"Mora County, NM",2014,"2,266","2,016",250,11
CN3503500000000,35,35,"Otero County, NM",2014,"24,754","23,204","1,550",6.3
CN3503700000000,35,37,"Quay County, NM",2014,"3,304","3,087",217,6.6
CN3503900000000,35,39,"Rio Arriba County, NM",2014,"16,514","15,065","1,449",8.8
CN3504100000000,35,41,"Roosevelt County, NM",2014,"8,127","7,676",451,5.5
CN3504300000000,35,43,"Sandoval County, NM",2014,"61,217","56,835","4,382",7.2
CN3504500000000,35,45,"San Juan County, NM",2014,"55,332","51,799","3,533",6.4
CN3504700000000,35,47,"San Miguel County, NM",2014,"11,003","10,107",896,8.1
CN3504900000000,35,49,"Santa Fe County, NM",2014,"72,660","68,704","3,956",5.4
CN3505100000000,35,51,"Sierra County, NM",2014,"3,951","3,588",363,9.2
CN3505300000000,35,53,"Socorro County, NM",2014,"6,478","6,001",477,7.4
CN3505500000000,35,55,"Taos County, NM",2014,"15,035","13,545","1,490",9.9
CN3505700000000,35,57,"Torrance County, NM",2014,"5,574","5,028",546,9.8
CN3505900000000,35,59,"Union County, NM",2014,"1,902","1,815",87,4.6
CN3506100000000,35,61,"Valencia County, NM",2014,"29,576","27,249","2,327",7.9
CN3600100000000,36,1,"Albany County, NY",2014,"157,958","150,241","7,717",4.9
CN3600300000000,36,3,"Allegany County, NY",2014,"23,425","21,969","1,456",6.2
CN3600500000000,36,5,"Bronx County, NY",2014,"609,078","549,442","59,636",9.8
CN3600700000000,36,7,"Broome County, NY",2014,"88,379","82,515","5,864",6.6
CN3600900000000,36,9,"Cattaraugus County, NY",2014,"36,786","34,212","2,574",7
CN3601100000000,36,11,"Cayuga County, NY",2014,"37,779","35,518","2,261",6
